time,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z,gyro_yaw,gyro_pitch,gyro_roll,orient_yaw,orient_pitch,orient_roll,gps_lat,gps_lon,gps_speed,gps_accuracy,gps_orient,gps_sats,ins_vel_x,ins_vel_y,ins_vel_z,ins_pos_x,ins_pos_y,ins_pos_z,ins_is_reset,_t_sec,true_vel_x,true_vel_y,true_pos_x,true_pos_y,true_speed_ms,true_heading,err_vel_x,err_vel_y,err_pos_x,err_pos_y
8251013.0,0.8017,0.2532,10.2723,-0.0048,0.025,9.8065,0.0332,-0.0401,0.0612,351.85,-88.05,-139.36,52.55389,-1.466707,19.68,4,115.73,21 / 22,17.867878592044242,-8.369925943458481,0.0,0.0,0.0,0.0,False,0.0,17.867878592044242,-8.369925943458481,0.0,0.0,19.731111111111108,115.1,0.0,0.0,0.0,0.0
8251113.0,-1.1254,-1.2887,10.3518,0.0218,0.0166,9.8066,0.0265,-0.1935,0.0822,350.74,-88.15,-140.45,52.55389,-1.466707,19.68,4,115.73,21 / 22,17.940794310093384,-8.477569815655531,0.05053999999926462,1.7904336450808274,-0.8423747879434423,0.0025269999999264583,False,0.09999999999854481,17.796695027232825,-8.455060279667979,1.7780970523211952,-0.8450814420812353,19.703055555551614,115.41199999998226,-0.14409928286055873,0.022509535987552454,-0.01233659275963217,-0.0027066541377929187
8251214.0,0.3657,0.56,8.8247,-0.0091,0.0146,9.8066,0.0072,-0.0093,-0.027,347.76,-88.05,-143.31,52.55389,-1.466707,19.68,4,115.73,21 / 22,17.99006939015945,-8.570195131266592,0.028481599999140766,3.6049422619537914,-1.703286917767847,0.006517590799868354,False,0.20099999999911233,17.78312983502478,-8.35735044578599,3.573907466703416,-1.6874942067680534,19.649050000000344,115.17162000000765,-0.20693955513467088,0.21284468548060254,-0.031034795250375335,0.015792710999793513
8251314.0,-2.1565,-1.5174,9.3463,-0.0036,0.0348,9.8065,0.0605,-0.2324,0.0725,348.88,-88.25,-142.26,52.55389,-1.466707,19.68,4,115.73,21 / 22,17.99368639479891,-8.683170874788527,-0.043633400001121564,5.404130051208255,-2.565955218073741,0.005760000799766558,False,0.30099999999947613,17.744087795898835,-8.475172037082315,5.345176085503994,-2.532464454639005,19.664211111102386,115.53071000000786,-0.24959859890007507,0.20799883770621186,-0.05895396570426126,0.03349076343473589
8251413.0,0.3412,1.9589,9.5019,-0.0169,-0.0072,9.8066,-0.0097,0.2117,-0.1882,350.42,-88.26,-139.51,52.55389,-1.466707,19.68,4,115.73,21 / 22,17.9848189165354,-8.729409041578997,-0.08150585000118282,7.185066064122182,-3.427877923935327,-0.0004343920753575245,False,0.3999999999996362,17.66324435798515,-8.463187768618317,7.092105732989206,-3.358086784691395,19.58611111111099,115.60099999998532,-0.32157455855024963,0.26622127296067966,-0.09296033113297586,0.06979113924393188
8251513.0,0.7774,-0.2278,10.3287,0.0159,0.0352,9.8065,0.0792,-0.209,0.0903,346.8,-88.4,-144.31,52.55389,-1.466707,19.68,4,115.73,21 / 22,18.108350119006495,-8.681574878197234,-0.0706408500011433,8.989724515905841,-4.298427119927306,-0.008041727075501506,False,0.5,17.70077512270538,-8.379216196504295,8.863441959801746,-4.1920487335336265,19.583888888888886,115.332,-0.4075749963011148,0.30235868169293845,-0.1262825561040959,0.10637838639367914
8251613.0,0.7891,1.9097,9.8363,-0.0076,-0.0058,9.8066,0.0095,0.2146,-0.0933,345.72,-88.43,-145.37,52.55389,-1.466707,19.68,4,115.73,21 / 22,18.24803659934743,-8.627486173224591,-0.0430558500015447,10.807543851797085,-5.163880172485803,-0.013726562075553181,False,0.5999999999985448,17.69215865140531,-8.38118583698903,10.628017361542291,-5.026010684604015,19.576944444438766,115.34800000001994,-0.5558779479421183,0.2463003362355618,-0.17952649025479417,0.13786948788178854
8251713.0,1.0571,-0.1494,10.1678,-0.0131,0.0214,9.8066,0.0036,0.0075,-0.0522,345.5,-88.47,-145.6,52.55389,-1.466707,19.68,4,115.73,21 / 22,18.40084055826881,-8.564222317361342,-0.02351585000147359,12.639987709684563,-6.023465597018227,-0.017055147075716204,False,0.6999999999989086,17.581495891043556,-8.431943437573638,12.379071112454444,-5.859972634153771,19.49888888888858,115.62200000000142,-0.8193446672252556,0.13227887978770347,-0.2609165972301195,0.16349296286445547
8251814.0,-2.1279,-2.4756,11.1176,-0.0065,-0.0485,9.8064,-0.1343,0.4225,-0.1248,345.23,-88.54,-145.88,52.55389,-1.466707,19.68,4,115.73,21 / 22,18.468499498306016,-8.751529656276876,0.06092519999900091,14.501889382552054,-6.89791107169187,-0.01516597490083046,False,0.8009999999994761,17.553916607512466,-8.448257286098059,14.154328618189707,-6.713282501528977,19.481094444435044,115.70034000000376,-0.9145828907935503,0.30327237017881714,-0.3475607643623473,0.1846285701628929
8251913.0,0.013,-0.5259,9.8306,-0.0207,-0.0239,9.8065,-0.0541,0.4268,-0.2101,350.93,-88.35,-140.29,52.55389,-1.466707,19.68,4,115.73,20 / 22,18.484756851714252,-8.970564475346194,0.12700274999910782,16.331075571881016,-7.77515473120863,-0.005863541375909035,False,0.8999999999996362,17.47314626546807,-8.42203142754647,15.881178614560433,-7.527896534081359,19.39694444444849,115.73400000000005,-1.0116105862461815,0.5485330477997241,-0.44989695732058266,0.24725819712727137
