time,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z,gyro_yaw,gyro_pitch,gyro_roll,orient_yaw,orient_pitch,orient_roll,gps_lat,gps_lon,gps_speed,gps_accuracy,gps_orient,gps_sats,ins_vel_x,ins_vel_y,ins_vel_z,ins_pos_x,ins_pos_y,ins_pos_z,ins_is_reset,_t_sec,true_vel_x,true_vel_y,true_pos_x,true_pos_y,true_speed_ms,true_heading,err_vel_x,err_vel_y,err_pos_x,err_pos_y
314007.0,-0.3147,-1.0118,8.6284,-0.0152,-0.0367,9.8065,0.089,0.0037,0.0021,182.26,-83.52,152.08,52.348835,-2.074244,26.06,4,18.37,21 / 23,8.543953331507629,24.79095060534288,0.0,0.0,0.0,0.0,False,0.0,8.543953331507629,24.79095060534288,0.0,0.0,26.221944444444443,19.016,0.0,0.0,0.0,0.0
314108.0,2.2418,-0.9728,10.2334,-0.0149,-0.0057,9.8066,0.1259,-0.0961,-0.0512,181.46,-83.67,151.0,52.348835,-2.074244,26.06,4,18.37,21 / 23,8.56433555766371,24.86699624708883,-0.03795074999999966,0.863968588903145,2.5077263160477785,-0.0019165128749999655,False,0.10099999999999909,8.410778455854821,24.88121552671462,0.8370914625263867,2.5156740199651404,26.26435000000064,18.67717000000024,-0.15355710180888948,0.014219279625788062,-0.02687712637675832,0.007947703917361881
314208.0,-1.2442,2.1056,10.2034,0.009,0.0142,9.8066,-0.1049,-0.073,-0.0777,181.37,-83.66,150.87,52.348835,-2.074244,26.06,4,18.37,21 / 23,8.626675507310344,24.786501503836888,0.003224250000009754,1.7235191421520433,4.9904012035946295,-0.0036528378749998555,False,0.20100000000002183,8.432027045979606,24.921860890434377,1.6792772012358412,5.006440376896631,26.309661111112575,18.692660000005805,-0.194648461330738,0.13535938659748936,-0.04424194091620204,0.01603917330200133
314307.0,-0.2045,-0.7128,8.7113,-0.0459,0.0612,9.8063,-0.1193,0.0005,-0.0852,179.98,-83.35,149.0,52.348835,-2.074244,26.06,4,18.37,21 / 23,8.808513720552018,24.692588228885317,-0.031356449999986546,2.586561008931139,7.43961614536412,-0.00504538177499856,False,0.30000000000001137,8.363622169921184,24.909513028606384,2.5063838824846174,7.4722990711288535,26.276111111112094,18.560000000003882,-0.4448915506308335,0.21692479972106682,-0.08017712644652164,0.03268292576473364
314407.0,-1.0631,1.2548,10.0079,0.0116,0.0179,9.8065,-0.1205,0.2137,-0.0442,176.51,-83.45,148.65,52.348835,-2.074244,26.06,4,18.37,21 / 23,8.990250529154766,24.649928832762406,-0.0760614499999713,3.4764992214161747,9.906741998445664,-0.010416276774994621,False,0.39999999999997726,8.180175352498972,24.93440152535655,3.314675703710993,9.963065427523945,26.24194444444495,18.16300000000587,-0.8100751766557934,0.284472692594143,-0.16182351770518189,0.05632342907828125
314508.0,0.2705,1.4892,8.7703,0.0089,0.0393,9.8066,-0.0727,0.2512,-0.0402,179.5,-83.49,148.35,52.348835,-2.074244,26.06,4,18.37,21 / 23,9.150579260580011,24.49600490521838,-0.11823399999997086,4.392611125797773,12.388611652213672,-0.020228196999991614,False,0.5009999999999764,8.098229533041886,25.083847459237656,4.13098251943922,12.501200823597966,26.358694444444435,17.892490000000016,-1.0523497275381253,0.5878425540192751,-0.2616286063585527,0.11258917138429325
314607.0,4.1392,-1.5266,10.7985,0.0475,-0.0017,9.8065,0.0089,0.1581,-0.1985,180.53,-83.53,147.04,52.348835,-2.074244,26.06,4,18.37,21 / 23,9.046567410608148,24.477402103965904,-0.12043674999997177,5.293369886022009,14.81279529916943,-0.03204239912499431,False,0.6000000000000227,8.05203313113745,25.165132836532493,4.924466977847295,14.98907611143391,26.421944444443554,17.742999999993216,-0.9945342794706988,0.6877307325665889,-0.3689029081747135,0.1762808122644799
314708.0,-0.9621,0.6272,9.5253,-0.0255,-0.0023,9.8065,0.0335,0.0449,0.0096,180.26,-83.32,149.4,52.348835,-2.074244,26.06,4,18.37,21 / 23,9.00175095352815,24.501086283080934,-0.08455649999997202,6.2048099634108835,17.28620896271527,-0.04239455824999138,False,0.7010000000000218,7.831911062052108,25.17212644620797,5.713332625797689,17.527322702263334,26.36237499999814,17.282710000005586,-1.169839891476042,0.6710401631270351,-0.4914773376131949,0.24111373954806226
314808.0,0.6764,-1.5749,11.7979,-0.009,-0.0189,9.8066,0.2226,-0.2996,0.1325,179.86,-83.31,148.85,52.348835,-2.074244,26.06,4,18.37,21 / 23,9.129744398809446,24.52562343847135,0.0009384999999988847,7.111384731027454,19.73754444879205,-0.04657545824998861,False,0.8009999999999877,7.786740332448459,25.231016210024375,6.487526758432337,20.051558732266887,26.405261111110352,17.151160000011167,-1.3430040663609875,0.7053927715530257,-0.6238579725951165,0.31401428347483673
314908.0,3.4016,-1.371,11.8751,0.0615,0.0278,9.8063,0.2466,-0.1881,0.2329,181.66,-83.13,148.64,52.348835,-2.074244,26.06,4,18.37,22 / 23,9.04145549953191,24.653797962723935,0.2039235000000451,8.019944725944729,22.196515518852372,-0.036332358249984084,False,0.9010000000000105,7.625578235832465,25.308341340414533,7.248136154570993,22.58691425401159,26.432211111109538,16.76793000000439,-1.4158772636994454,0.6545433776905973,-0.7718085713737359,0.3903987351592164
315007.0,1.2323,-0.5916,9.5384,-0.0044,-0.0003,9.8066,0.1359,-0.155,-0.0821,183.15,-83.11,150.73,52.348835,-2.074244,26.06,4,18.37,22 / 23,8.927701850715794,24.73218317931382,0.2930334000000357,8.909418014781897,24.641121585382983,-0.011732991699982685,False,1.0,7.5220917955043625,25.452872412212173,7.987825056481667,25.107814436451047,26.54111111111111,16.464000000000002,-1.4056100552114312,0.7206892328983514,-0.9215929583002298,0.46669285106806413
315108.0,2.3609,-0.9351,10.1336,0.0284,0.0419,9.8065,0.1447,-0.1405,-0.0221,180.32,-83.48,149.48,52.348835,-2.074244,26.06,4,18.37,22 / 23,8.862681479251963,24.78719937106964,0.29599775000003564,9.80783237294526,27.141850404177326,0.01801308137502065,False,1.100999999999999,7.465629552842756,25.4153571297695,8.742321321193605,27.668522402169003,26.489169444444833,16.36987999999704,-1.3970519264092065,0.6281577586998601,-1.0655110517516544,0.5266719979916772
315209.0,0.4433,-0.2669,7.7513,0.0174,0.0152,9.8066,-0.147,-0.0415,-0.0083,183.81,-83.42,150.11,52.348835,-2.074244,26.06,4,18.37,22 / 23,8.836544493481224,24.82324709294061,0.20871355000003644,10.701643284568277,29.647177950609823,0.04350100202502406,False,1.2019999999999982,7.379526567044545,25.47145184840074,9.48323284935694,30.240572250672088,26.518905555551303,16.157240000005988,-1.457017926436679,0.6482047554601316,-1.2184104352113376,0.5933943000622648
315307.0,2.9411,-0.6733,11.4948,0.004,-0.0088,9.8066,-0.2061,-0.0124,-0.0689,182.22,-83.6,149.36,52.348835,-2.074244,26.06,4,18.37,22 / 23,8.783477094529674,24.84846335699695,0.19072075000003405,11.565024342380928,32.08109176265709,0.06307328272503016,False,1.3000000000000114,7.345911227154759,25.58116129581709,10.202137104431944,32.746905896789656,26.614999999997156,16.022000000004002,-1.4375658673749152,0.732697938820138,-1.3628872379489838,0.6658141341325674
315408.0,1.6548,-1.5482,9.7016,0.0243,0.039,9.8065,-0.1963,0.0263,0.1015,179.94,-83.29,148.95,52.348835,-2.074244,26.06,4,18.37,22 / 23,8.667469241979395,24.941474869541732,0.27066730000003336,12.446297132374628,34.59548364309727,0.08637337925003336,False,1.4010000000000105,7.306868449117838,25.527277648751166,10.93618834070503,35.32996404228487,26.55244444444373,15.97312000000269,-1.3606007928615576,0.585802779209434,-1.510108791669598,0.7344803991876034
