time,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z,gyro_yaw,gyro_pitch,gyro_roll,orient_yaw,orient_pitch,orient_roll,gps_lat,gps_lon,gps_speed,gps_accuracy,gps_orient,gps_sats,ins_vel_x,ins_vel_y,ins_vel_z,ins_pos_x,ins_pos_y,ins_pos_z,ins_is_reset,_t_sec,true_vel_x,true_vel_y,true_pos_x,true_pos_y,true_speed_ms,true_heading,err_vel_x,err_vel_y,err_pos_x,err_pos_y
13365410.0,-1.399,3.8243,10.2656,-0.0212,0.01,9.8066,0.047,-0.3425,0.065,72.68,-83.67,-155.04,52.203125,-2.197729,8.87,2,244.31,21 / 21,-8.434430432838065,-3.5422173452720154,0.0,0.0,0.0,0.0,False,0.0,-8.434430432838065,-3.5422173452720154,0.0,0.0,9.148055555555555,247.219,0.0,0.0,0.0,0.0
13365510.0,-2.431,3.1283,10.2752,-0.0209,-0.0285,9.8066,0.0326,-0.3397,0.1064,72.81,-83.37,-155.5,52.203125,-2.197729,8.87,2,244.31,21 / 21,-8.193343163798406,-3.238834799805785,0.04637500000016872,-0.8313886798348482,-0.3390526072551235,0.0023187500000168716,False,0.1000000000003638,-8.501643992581563,-3.611535974228773,-0.8518420047519338,-0.3669432578283003,9.236944444444102,246.984000000002,-0.3083008287831568,-0.3727011744229882,-0.020453324917085625,-0.0278906505731768
13365610.0,-0.6225,1.6089,9.186,-0.0034,-0.0116,9.8066,0.0841,-0.3966,0.076,72.56,-83.23,-155.62,52.203125,-2.197729,8.87,2,244.31,21 / 21,-8.046575335321279,-3.005388408714047,0.0387700000001411,-1.6433846047937863,-0.6512637676822509,0.00657600000004785,False,0.2000000000007276,-8.491162572696261,-3.587855402518749,-1.696869273531526,-0.7227670239376215,9.218055555557406,247.09400000005283,-0.4445872373749822,-0.5824669938047018,-0.053484668737739716,-0.07150325625537057
13365710.0,-2.0602,1.6326,9.1436,0.007,-0.0123,9.8066,-0.0559,-0.3776,0.128,78.37,-83.13,-156.4,52.203125,-2.197729,8.87,2,244.31,21 / 21,-7.95320244363459,-2.8153264702775567,-0.02541499999892486,-2.4433734937299385,-0.942299511627596,0.007243750000098945,False,0.2999999999992724,-8.626661612113228,-3.3901343136553828,-2.5623407503409417,-1.0563518037513755,9.26888888888704,248.54599999994716,-0.6734591684786384,-0.5748078433778261,-0.11896725661100316,-0.11405229212377954
13365810.0,-1.3801,0.9305,9.8578,0.0484,-0.0153,9.8064,-0.0609,-0.4104,0.2121,79.31,-83.16,-155.43,52.203125,-2.197729,8.87,2,244.31,21 / 21,-7.893200227676236,-2.6006812636977092,-0.05600999999903618,-3.235693627298362,-1.2130998983273444,0.003172500000186082,False,0.3999999999996362,-8.595745638103631,-3.4469313798465193,-3.4209974911477357,-1.4010560767280826,9.261111111111253,248.14900000000722,-0.7025454104273949,-0.8462501161488101,-0.18530386384937358,-0.1879561784007382
13365910.0,-0.2203,3.7224,9.9678,-0.0032,0.0016,9.8066,-0.0043,-0.4725,-0.0038,87.26,-83.46,-155.2,52.203125,-2.197729,8.87,2,244.31,21 / 21,-7.705220530647631,-2.481117320615231,-0.04539499999899752,-4.0156146652173925,-1.467189827543916,-0.0018977499997340488,False,0.5,-8.649224866967542,-3.329829272124098,-4.2864689680357415,-1.7235213627322388,9.268055555555556,248.944,-0.9440043363199102,-0.848711951508867,-0.270854302818349,-0.25633153518832286
13366010.0,0.8505,1.1417,10.0715,-0.006,-0.0252,9.8066,0.0302,-0.3466,-0.0807,85.63,-83.49,-158.5,52.203125,-2.197729,8.87,2,244.31,21 / 21,-7.488739505948044,-2.474349232395421,-0.024094999998919935,-4.77531266704994,-1.71496315519535,-0.005372249999642562,False,0.6000000000003638,-8.813832505705292,-3.249846922269652,-5.1723846530332755,-2.0459866508577575,9.393888888890112,249.76000000001497,-1.3250929997572483,-0.7754976898742312,-0.3970719859833354,-0.33102349566240763
13366110.0,-2.0601,1.7619,10.2212,-0.0009,-0.0634,9.8064,0.0895,-0.3512,0.1616,87.34,-83.35,-162.06,52.203125,-2.197729,8.87,2,244.31,21 / 21,-7.374401728058982,-2.3804783444700055,0.009875000001203702,-5.518469728752995,-1.9577045340395043,-0.00608324999953096,False,0.7000000000007276,-8.923056438208524,-3.1451052855614408,-6.065115074057834,-2.3573324458492464,9.461111111107545,250.58400000004548,-1.5486547101495427,-0.7646269410914353,-0.5466453453048388,-0.3996279118097421
13366210.0,0.0862,0.476,9.466,0.0076,-0.02,9.8066,0.0404,-0.0806,-0.0266,83.34,-83.0,-163.35,52.203125,-2.197729,8.87,2,244.31,21 / 21,-7.296561878638693,-2.250673872337011,0.013570000001149937,-6.252017909077205,-2.1892621448764853,-0.004910999999430337,False,0.7999999999992724,-8.896374907829932,-2.91913049311246,-6.951030758947579,-2.6353197614176103,9.363055555559123,251.83399999995453,-1.599813029191239,-0.6684566207754492,-0.6990128498703738,-0.44605761654112497
13366309.0,0.9801,-1.0721,10.0823,0.0244,-0.0004,9.8066,0.1114,-0.1686,-0.1423,77.45,-83.06,-165.72,52.203125,-2.197729,8.87,2,244.31,21 / 21,-7.345093378297861,-2.2895913312773675,0.010352500001144758,-6.976779844296736,-2.4140052724557606,-0.003726836249314835,False,0.8989999999994325,-8.931331374331261,-2.8204031891090886,-7.834833875760103,-2.921535502756276,9.366080555555493,252.4745299999868,-1.5862379960334003,-0.5308118578317211,-0.8580540314633671,-0.5075302303005156
13366409.0,-1.0088,-1.4475,8.6642,-0.0141,0.0198,9.8066,-0.0225,0.2642,-0.3425,73.43,-82.97,-169.68,52.203125,-2.197729,8.87,2,244.31,21 / 21,-7.5037880086354845,-2.302463487405894,-0.03298749999901289,-7.719223913646104,-2.643608013390759,-0.004858586249212359,False,0.9989999999997963,-8.871727847654853,-2.755037101338681,-8.71407111945094,-3.199634013988801,9.289661111111279,252.7482999999994,-1.3679398390193684,-0.4525736139327874,-0.9948472058048363,-0.5560260005980417
