time,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z,gyro_yaw,gyro_pitch,gyro_roll,orient_yaw,orient_pitch,orient_roll,gps_lat,gps_lon,gps_speed,gps_accuracy,gps_orient,gps_sats,ins_vel_x,ins_vel_y,ins_vel_z,ins_pos_x,ins_pos_y,ins_pos_z,ins_is_reset,_t_sec,true_vel_x,true_vel_y,true_pos_x,true_pos_y,true_speed_ms,true_heading,err_vel_x,err_vel_y,err_pos_x,err_pos_y
15.0,0.0338,-0.0889,9.8257,-0.0074,0.0002,9.8066,0.0091,0.0331,-0.0199,150.09,-87.92,2.43,53.089325,-1.793641,0.0,4,184.75,21 / 25,-0.10241531450645366,0.49053384086478324,0.0,0.0,0.0,0.0,False,0.0,-0.10241531450645366,0.49053384086478324,0.0,0.0,0.5011111111111111,348.207,0.0,0.0,0.0,0.0
114.0,-0.3336,-0.2552,9.8036,-0.0029,0.0031,9.8066,0.0116,0.0278,-0.0204,150.17,-87.88,2.5,53.089325,-1.793641,0.0,4,184.75,23 / 26,-0.0961463682051857,0.5133558199090318,0.0007920000000000007,-0.00982880329422615,0.04969253820830385,3.920400000000004e-05,False,0.099,-0.16282844759665935,0.5764430627017758,-0.02644497994341609,0.06604978640408442,0.5990111111054126,344.23314000023134,-0.06668207939147365,0.06308724279274402,-0.01661617664918994,0.01635724819578057
216.0,0.2637,0.204,9.9444,-0.0093,0.0007,9.8066,0.0198,0.0138,-0.0269,150.8,-87.87,1.86,53.089325,-1.793641,0.0,4,184.75,23 / 26,-0.0925922380006588,0.5181439669592995,0.0076617000000000265,-0.019454472210724216,0.10229902733858875,0.0004703427000000015,False,0.201,-0.10125348297342006,0.5949154414332946,-0.026912441710389215,0.1339898865682122,0.6034805555573322,350.3386000001497,-0.008661244972761259,0.07677147447399502,-0.007457969499664999,0.03169085922962345
315.0,-0.2311,-0.179,10.0778,-0.0027,0.0067,9.8066,0.0193,0.0075,-0.0263,150.71,-87.87,2.26,53.089325,-1.793641,0.0,4,184.75,23 / 26,-0.0915389638271316,0.516933895474823,0.027902250000000066,-0.02856896670119984,0.1535353815290778,0.002230758225000006,False,0.3,-0.12730139946482003,0.5484759906664797,-0.046746176629967946,0.18903137547570398,0.5630555555567439,346.93300000010015,-0.035762435637688425,0.03154209519165663,-0.018177209928768107,0.03549599394662617
415.0,0.3825,0.1884,9.8152,0.006,0.0065,9.8066,0.0151,0.0028,-0.0204,150.13,-87.84,1.66,53.089325,-1.793641,0.0,4,184.75,23 / 26,-0.09583853958345848,0.5133653933704947,0.041887250000000154,-0.03793784187172934,0.2050503459713437,0.005720233225000017,False,0.39999999999999997,-0.13097899881878194,0.5690085556790658,-0.060102227107606855,0.24462883901862492,0.5838888888885856,347.03699999999844,-0.03514045923532347,0.05564316230857114,-0.022164385235877514,0.03957849304728123
515.0,0.0074,0.3367,9.6877,0.0,0.0057,9.8066,0.0139,-0.0367,0.0048,150.91,-87.81,2.45,53.089325,-1.793641,0.0,4,184.75,23 / 26,-0.09797455024212216,0.48144346585625,0.036367250000000226,-0.04762849636300838,0.2547907889326809,0.009632958225000036,False,0.5,-0.0832320275169216,0.5183603279528848,-0.06678025233315142,0.31134579498703907,0.5249999999999999,350.87800000000004,0.01474252272520056,0.036916862096634806,-0.019151755970143042,0.05655500605435815
615.0,-0.3796,-0.0953,9.9986,0.0031,0.0072,9.8066,0.0132,-0.0554,-0.0008,149.39,-87.81,1.67,53.089325,-1.793641,0.0,4,184.75,23 / 26,-0.07431319277741957,0.4809927105629824,0.04001725000000025,-0.056242883513985466,0.30291259775364254,0.01345218322500006,False,0.6,-0.10085489300429695,0.5579016881501044,-0.08013630283617397,0.3669432585259148,0.5669444444420029,349.7530000000655,-0.02654170022687738,0.07690897758712206,-0.023893419322188504,0.06403066077227226
715.0,0.0628,0.4539,9.7414,0.0019,0.0066,9.8066,0.009,-0.0715,0.0134,150.96,-87.77,2.48,53.089325,-1.793641,0.0,4,184.75,23 / 26,-0.050241746817332004,0.47406637080811165,0.04635225000000032,-0.06247063049372304,0.3506655518221972,0.017770658225000086,False,0.7,-0.07105733455809345,0.46150619649913605,-0.0868143280354603,0.42254072206883575,0.46694444444881006,351.2469999999348,-0.020815587740761442,-0.012560174308975602,-0.024343697541737257,0.07187517024663853
815.0,-0.4067,-0.1043,9.9349,0.0018,0.0041,9.8066,0.0122,-0.0726,0.016,150.88,-87.78,1.93,53.089325,-1.793641,0.0,4,184.75,23 / 26,-0.024843539981376006,0.46780164367716565,0.049502250000000435,-0.06622489483365844,0.3977589525464611,0.022563383225000122,False,0.7999999999999999,-0.045405732665526964,0.3610449319684129,-0.08681432803575183,0.467018691771941,0.36388888889188825,352.83199999995384,-0.020562192684150958,-0.10675671170875273,-0.020589433202093388,0.0692597392254799
915.0,-0.446,-0.0864,9.9456,0.0017,0.0053,9.8066,0.009,-0.077,0.0202,151.36,-87.79,1.64,53.089325,-1.793641,0.0,4,184.75,23 / 26,0.00978650681556844,0.49737623854848173,0.06286225000000058,-0.06697774649194882,0.4460178466577435,0.02818160822500018,False,0.9,-0.026998291767112024,0.3960252317928465,-0.09349235328755465,0.511496662889207,0.39694444444396343,356.09999999995244,-0.03678479858268047,-0.10135100675563524,-0.026514606795605827,0.06547881623146351
