time,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z,gyro_yaw,gyro_pitch,gyro_roll,orient_yaw,orient_pitch,orient_roll,gps_lat,gps_lon,gps_speed,gps_accuracy,gps_orient,gps_sats,ins_vel_x,ins_vel_y,ins_vel_z,ins_pos_x,ins_pos_y,ins_pos_z,ins_is_reset,_t_sec,true_vel_x,true_vel_y,true_pos_x,true_pos_y,true_speed_ms,true_heading,err_vel_x,err_vel_y,err_pos_x,err_pos_y
2503320.0,0.2529,0.595,9.6234,0.0025,-0.0016,9.8066,0.0075,0.0172,0.001,28.23,-86.15,-149.25,52.37045,-1.254437,11.61,3,191.12,16 / 18,-2.0621684242408347,-11.200636210212386,0.0,0.0,0.0,0.0,False,0.0,-2.0621684242408347,-11.200636210212386,0.0,0.0,11.38888888888889,190.432,0.0,0.0,0.0,0.0
2503421.0,-0.4643,0.5834,10.1057,0.013,0.0013,9.8066,-0.0113,0.0254,-0.0139,27.46,-86.15,-150.04,52.37045,-1.254437,11.61,3,191.12,16 / 18,-2.094978819186566,-11.252328377885291,0.005847899999980296,-0.20993593579237294,-1.1338747116950936,0.00029531894999800505,False,0.10099999999965803,-1.9083188129879127,-11.334839729104988,-0.19206209994408516,-1.156316042408467,11.49436388886739,189.55675000004788,0.1866600061986532,-0.0825113512196971,0.017873835848287778,-0.02244133071337351
2503520.0,-0.1382,0.8904,10.0458,0.0097,0.0012,9.8066,0.0149,-0.0039,-0.0281,25.01,-86.26,-152.24,52.37045,-1.254437,11.61,3,191.12,16 / 18,-2.136632651885798,-11.281532108085683,0.032488800000023445,-0.4194007036107936,-2.24930080575246,0.0021929856000012585,False,0.1999999999998181,-1.9759479577617838,-11.063826332922353,-0.3869755990275504,-2.246137518078229,11.23888888889151,190.126000000004,0.1606846941240141,0.21770577516332956,0.032425104583243214,0.003163287674231352
2503620.0,0.33,0.7523,9.8437,0.0072,-0.0071,9.8066,0.021,-0.0013,-0.0243,22.47,-86.24,-154.6,52.37045,-1.254437,11.61,3,191.12,16 / 18,-2.1371290021446203,-11.321128087615019,0.04629880000001094,-0.6330887863121202,-3.3794338155364674,0.006132365599999395,False,0.29999999999972715,-2.0214674685499827,-11.15329073742475,-0.5906469669324765,-3.3692062777429523,11.33499999999694,190.2729999999953,0.1156615335946376,0.16783735019026835,0.04244181937964364,0.01022753779351504
2503720.0,-0.1227,0.6595,9.4913,0.0061,-0.0007,9.8066,-0.0101,0.0058,-0.033,21.04,-86.2,-156.06,52.37045,-1.254437,11.61,3,191.12,16 / 18,-2.1401977472141724,-11.37244231427612,0.032383800000023694,-0.8469551237798653,-4.514112335629992,0.010066495599997548,False,0.3999999999996362,-2.068320292718808,-11.114183558254258,-0.8011073804384198,-4.481155544436468,11.304999999993012,190.54199999997954,0.07187745449536465,0.25825875602186166,0.04584774334144548,0.03295679119352446
2503820.0,0.4129,0.6143,9.4922,0.011,0.009,9.8066,-0.0425,0.0253,-0.0063,18.73,-86.33,-158.19,52.37045,-1.254437,11.61,3,191.12,16 / 18,-2.1397715115651916,-11.43094235813896,0.0008937999999092464,-1.060953586719612,-5.654281569254894,0.011730375600000249,False,0.5,-1.97293025881095,-11.001437783674719,-0.984411611546939,-5.570865825416993,11.176944444444445,190.167,0.16684125275424155,0.4295045744642412,0.07654197517267303,0.08341574383790107
2503921.0,-0.0291,0.5648,9.5076,0.0002,0.0124,9.8066,-0.0136,0.0037,-0.025,18.51,-86.6,-158.1,52.37045,-1.254437,11.61,3,191.12,16 / 18,-2.1353108086963437,-11.496600851317208,-0.030087949999985774,-1.2768452438920885,-6.81212250132851,0.010256071025001376,False,0.600999999999658,-2.1495577122820233,-11.160624044962066,-1.2173437660142596,-6.738412554468812,11.365744444434448,190.90175999998132,-0.014246903585679593,0.3359768063551414,0.05950147787782889,0.07370994685969823
2504021.0,-0.0239,0.5677,9.6722,0.0025,0.0034,9.8066,-0.0165,0.033,0.0211,18.87,-86.7,-157.9,52.37045,-1.254437,11.61,3,191.12,16 / 18,-2.1523992772895757,-11.556782189292704,-0.05176295000006456,-1.4912307481921645,-7.964791653363199,0.0061635260249839705,False,0.7010000000000218,-2.080193319275577,-11.0479321600695,-1.4270573844746823,-7.8492498710462915,11.242113888875004,190.66251999994978,0.07220595801399865,0.5088500292232041,0.06417336371748217,0.11554178231690759
2504121.0,0.2191,0.6469,9.5619,-0.0022,0.0027,9.8066,-0.0076,0.0075,0.0075,19.95,-86.75,-156.83,52.37045,-1.254437,11.61,3,191.12,16 / 18,-2.1571766551866003,-11.617113616769364,-0.07072295000004727,-1.7067095448157774,-9.123486443665248,3.923102498394875e-05,False,0.8009999999999309,-1.6761529517934854,-10.637902198904834,-1.5637887627966345,-8.851560940873595,10.769219444429028,188.9531199999389,0.48102370339311484,0.9792114178645299,0.14292078201914293,0.2719255027916532
2504220.0,0.1699,0.7119,10.1995,-0.0029,0.0018,9.8066,0.0006,-0.0049,-0.0216,23.45,-86.75,-155.81,52.37045,-1.254437,11.61,3,191.12,16 / 18,-2.152612595136402,-11.673344628193176,-0.06339200000006903,-1.920044112706131,-10.276364126787463,-0.006599459000002048,False,0.8999999999996362,-2.1640740222611026,-11.08772913661137,-1.792308037599077,-9.996423905604631,11.296944444436637,191.04399999995056,-0.011461427124700663,0.5856154915818053,0.12773607510705398,0.2799402211828319
2504320.0,-0.013,1.0938,10.0342,0.0008,-0.0002,9.8066,-0.0051,0.0258,0.0049,21.77,-86.75,-155.0,52.37045,-1.254437,11.61,3,191.12,17 / 18,-2.151456437181735,-11.70519089531139,-0.03237199999995609,-2.1352475643228206,-11.445290902966944,-0.011387659000020724,False,1.0,-1.9633034478243547,-10.979739382947121,-1.9891903598923226,-11.097253679717367,11.15388888888889,190.138,0.18815298935738012,0.725451512364268,0.14605720443049797,0.34803722324957675
2504421.0,0.1139,0.8631,10.258,0.0057,-0.0033,9.8066,0.0001,0.0215,0.0041,24.24,-86.78,-155.06,52.37045,-1.254437,11.61,3,191.12,17 / 18,-2.1501016874265098,-11.729242085624767,0.0019124499999278524,-2.3524762496148015,-12.628729768500213,-0.012925866275016943,False,1.100999999999658,-1.9071348688693375,-10.786230864081539,-2.1745313047069823,-12.175733273032487,10.953536111115113,190.02694000001617,0.24296681855717228,0.9430112215432285,0.1779449449078192,0.45299649546772613
2504520.0,-0.256,1.2175,9.4468,0.0008,0.0006,9.8066,0.0045,0.0132,-0.0132,20.64,-86.78,-156.09,52.37045,-1.254437,11.61,3,191.12,17 / 18,-2.157767575808441,-11.742840776129608,0.0064416999999351715,-2.565715778145276,-13.790597870158933,-0.012512335850023055,False,1.199999999999818,-1.9517192476434164,-10.826598619023043,-2.376165958932813,-13.265554749401891,11.00111111111299,190.2189999999867,0.20604832816502472,0.9162421571065646,0.18954981921246317,0.5250431207570418
2504621.0,-0.0592,1.2136,9.5343,0.0057,0.0073,9.8066,-0.0198,0.0226,-0.0121,20.33,-86.82,-156.36,52.37045,-1.254437,11.61,3,191.12,17 / 18,-2.1663662111622113,-11.736961661726754,-0.025484400000100438,-2.784084534387538,-14.976327893272003,-0.013473992200032474,False,1.3009999999999309,-1.8716675798610065,-10.909659523453305,-2.561371122808016,-14.37717043069229,11.069050000002747,189.73495999998855,0.29469863130120477,0.8273021382734491,0.22271341157952174,0.5991574625797131
2504720.0,0.3657,1.2265,10.01,0.0055,0.0064,9.8066,-0.0222,0.0499,0.0228,19.29,-86.93,-157.13,52.37045,-1.254437,11.61,3,191.12,17 / 18,-2.1457089770139373,-11.741151811981648,-0.028899900000090226,-2.997532256201622,-16.13849451021711,-0.0161660150500339,False,1.3999999999996362,-1.9297413046911882,-10.80401423068223,-2.74956346677434,-15.444975311510088,10.974999999991603,190.1269999999786,0.21596767232274905,0.9371375812994192,0.24796878942728195,0.6935191987070226
2504820.0,-0.3017,1.7577,9.698,0.0021,0.0043,9.8066,-0.0094,0.0154,-0.0049,17.63,-87.04,-156.38,52.37045,-1.254437,11.61,3,191.12,17 / 18,-2.1282105417310833,-11.715771354948227,-0.02416490000007293,-3.2112282321396504,-17.311340668567873,-0.01881925505005171,False,1.5,-1.829757693839788,-10.665291016228599,-2.932867697869364,-16.512446606933516,10.821111111111112,189.735,0.29845284789129534,1.0504803387196286,0.2783605342702864,0.798894061634357
2504920.0,-0.0556,1.6839,9.7438,0.0003,0.0027,9.8066,0.0037,-0.0126,-0.0462,17.47,-87.11,-156.54,52.37045,-1.254437,11.61,3,191.12,17 / 18,-2.1237812113768233,-11.661596419602008,-0.03273990000006504,-3.423827819794852,-18.48020905729432,-0.02166449505005602,False,1.599999999999909,-1.7541995835041773,-10.727519928711523,-3.102593837803588,-17.59103739493196,10.869999999984783,189.2870000000114,0.36958162787264603,0.9340764908904848,0.3212339819912642,0.8891716623623616
2505020.0,-0.2612,1.4485,10.3896,0.0037,-0.0009,9.8066,0.013,0.0052,-0.0272,16.48,-87.13,-157.46,52.37045,-1.254437,11.61,3,191.12,17 / 18,-2.122411278561336,-11.622888365812813,-0.006734900000088636,-3.636137444291567,-19.644433296564003,-0.02363823505006191,False,1.699999999999818,-1.7500882064588863,-10.549713305937107,-3.2723199777131136,-18.647389198632418,10.693888888886633,189.41900000000248,0.3723230721024495,1.0731750598757053,0.36381746657845326,0.9970440979315853
